nomdiag_cod,nomdiag_desc,nomdiag_codigo_cie10,nomdiag_desc_vector,diag_cod_cie10,diag_desc,diag_1,diag_2
300164,Diarrea debida a estafilococos,A048,'deb':2 'diarre':1 'estafilococ':4,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300165,Diarrea debida a organismo bacteriano,A048,'bacterian':5 'deb':2 'diarre':1 'organ':4,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300166,Diarrea especificada bacteriana,A048,'bacterian':3 'diarre':1 'especific':2,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300167,Enteritis bacteriana especificada ,A048,'bacterian':2 'enteritis':1 'especific':3,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300168,Enteritis estafilococica,A048,'enteritis':1 'estafilococ':2,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300169,Enteritis infecciosa debida Aerobacter aerogenes,A048,'aerobact':4 'aerogen':5 'deb':3 'enteritis':1 'infecci':2,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300170,Enteritis infecciosa debida Bacillus proteus (mirabilis) (morganii),A048,'bacillus':4 'deb':3 'enteritis':1 'infecci':2 'mirabilis':6 'morganii':7 'proteus':5,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300171,Enteritis infecciosa debida bacteria especificada NCOP,A048,'bacteri':4 'deb':3 'enteritis':1 'especific':5 'infecci':2 'ncop':6,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300172,Enteritis infecciosa debida Clostridium perfringens,A048,'clostridium':4 'deb':3 'enteritis':1 'infecci':2 'perfringens':5,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300173,Enteritis infecciosa debida enterococos,A048,'deb':3 'enteritis':1 'enterococ':4 'infecci':2,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300174,Enteritis infecciosa debida estafilococos,A048,'deb':3 'enteritis':1 'estafilococ':4 'infecci':2,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300175,Enteritis infecciosa debida Proteus (bacillus) (mirabilis) (morganii),A048,'bacillus':5 'deb':3 'enteritis':1 'infecci':2 'mirabilis':6 'morganii':7 'proteus':4,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300176,Enteritis infecciosa debida Pseudomonas aeruginosa,A048,'aerugin':5 'deb':3 'enteritis':1 'infecci':2 'pseudomon':4,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300177,Enteritis infecciosa debida virus,A048,'deb':3 'enteritis':1 'infecci':2 'virus':4,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300178,enterococus fecalis,A048,'enterococus':1 'fecalis':2,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300179,Infeccion  bacteriana del intestino especificada ,A048,'bacterian':2 'especific':5 'infeccion':1 'intestin':4,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300180,Infeccion intestinal especificada ,A048,'especific':3 'infeccion':1 'intestinal':2,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300181,Seudotuberculosis enteritis,A048,'enteritis':2 'seudotuberculosis':1,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,,
300182,diarrea bacteriana,A049,'bacterian':2 'diarre':1,A04.9,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA",,
300183,Diarrea debida a bacteria,A049,'bacteri':4 'deb':2 'diarre':1,A04.9,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA",,
300184,Enteritis infecciosa debida bacteria,A049,'bacteri':4 'deb':3 'enteritis':1 'infecci':2,A04.9,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA",,
300185,infección bacteriana intestinal,A049,'bacterian':2 'infeccion':1 'intestinal':3,A04.9,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA",,
300186,"infección intestinal bacteriana, no especificada",A049,'bacterian':3 'especific':5 'infeccion':1 'intestinal':2,A04.9,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA",,
300187,Infeccion bacteriana del intestino ,A049,'bacterian':2 'infeccion':1 'intestin':4,A04.9,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA",,
300188,sobreinfección bacteriana de la diarrea,A049,'bacterian':2 'diarre':5 'sobreinfeccion':1,A04.9,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA",,
300189,Envenenamiento estafilococo en alimentos,A050,'aliment':4 'envenen':1 'estafilococ':2,A05.0,INTOXICACION ALIMENTARIA ESTAFILOCOCICA,,S
300190,Intoxicacion alimentaria debida estafilococo,A050,'alimentari':2 'deb':3 'estafilococ':4 'intoxicacion':1,A05.0,INTOXICACION ALIMENTARIA ESTAFILOCOCICA,,S
300191,Intoxicacion alimentaria estafilococica enterotoxica,A050,'alimentari':2 'enterotox':4 'estafilococ':3 'intoxicacion':1,A05.0,INTOXICACION ALIMENTARIA ESTAFILOCOCICA,,S
300193,botulismo,A051,'botul':1,A05.1,BOTULISMO,,
300194,intoxicacion alimentaria por Botulismo,A051,'alimentari':2 'botul':4 'intoxicacion':1,A05.1,BOTULISMO,,
300195,Envenenamiento por botulismo,A051,'botul':3 'envenen':1,A05.1,BOTULISMO,,
300196,Envenenamiento por Clostridium botulinum,A051,'botulinum':4 'clostridium':3 'envenen':1,A05.1,BOTULISMO,,
300197,infección por clostridium botulinum,A051,'botulinum':4 'clostridium':3 'infeccion':1,A05.1,BOTULISMO,,
300198,Infeccion por Clostridium botulinum,A051,'botulinum':4 'clostridium':3 'infeccion':1,A05.1,BOTULISMO,,
300199,Intoxicacion alimentaria clasica debida a Clostridium botulinum,A051,'alimentari':2 'botulinum':7 'clasic':3 'clostridium':6 'deb':4 'intoxicacion':1,A05.1,BOTULISMO,,
300200,Intoxicacion alimentaria debida Clostridium botulinum,A051,'alimentari':2 'botulinum':5 'clostridium':4 'deb':3 'intoxicacion':1,A05.1,BOTULISMO,,
300192,Alantiasis,A051,'alantiasis':1,A05.1,BOTULISMO,,
300201,Enteritis necrotica,A052,'enteritis':1 'necrot':2,A05.2,INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS CLOSTRIDIUM WELCHII],,
300202,Infeccion por Clostridium perfringens enteritis necrotizante,A052,'clostridium':3 'enteritis':5 'infeccion':1 'necrotiz':6 'perfringens':4,A05.2,INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS CLOSTRIDIUM WELCHII],,
300203,intoxicacion alimentaria debida a Clostridium perfringens ,A052,'alimentari':2 'clostridium':5 'deb':3 'intoxicacion':1 'perfringens':6,A05.2,INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS CLOSTRIDIUM WELCHII],,
300204,Intoxicacion alimentaria debida a Clostridium welchii,A052,'alimentari':2 'clostridium':5 'deb':3 'intoxicacion':1 'welchii':6,A05.2,INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS CLOSTRIDIUM WELCHII],,
300205,Pig-bel,A052,'bel':3 'pig':2 'pig-bel':1,A05.2,INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS CLOSTRIDIUM WELCHII],,
300206,Intoxicacion alimentaria debida a Vibrio parahaemolyticus,A053,'alimentari':2 'deb':3 'intoxicacion':1 'parahaemolyticus':6 'vibri':5,A05.3,INTOXICACION ALIMENTARIA DEBIDA A VIBRIO PARAHAEMOLYTICUS,,
300207,Intoxicacion alimentaria debida a Bacillus cereus,A054,'alimentari':2 'bacillus':5 'cereus':6 'deb':3 'intoxicacion':1,A05.4,INTOXICACION ALIMENTARIA DEBIDA A BACILLUS CEREUS,,
300208,enterocolitis necrotizante por Clostridium dificile ,A058,'clostridium':4 'dificil':5 'enterocolitis':1 'necrotiz':2,A05.8,OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS,,
300209,intoxicacion alimentaria por Clostridium dificile ,A058,'alimentari':2 'clostridium':4 'dificil':5 'intoxicacion':1,A05.8,OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS,,
300210,Contaminacion de alimentos,A059,'aliment':3 'contaminacion':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300211,Creotoxismo,A059,'creotox':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300212,Envenenamiento bacteriano por alimentos ,A059,'aliment':4 'bacterian':2 'envenen':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300213,Envenenamiento bacteriano por alimentos marinos ,A059,'aliment':4 'bacterian':2 'envenen':1 'marin':5,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300214,Envenenamiento epidemico bacteriano,A059,'bacterian':3 'envenen':1 'epidem':2,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300215,Envenenamiento  bacteriano con ictiotoxinas,A059,'bacterian':2 'envenen':1 'ictiotoxin':4,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300216,Envenenamiento bacteriano por mariscos ,A059,'bacterian':2 'envenen':1 'marisc':4,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300217,Envenenamiento por toxinas bacterianas ,A059,'bacterian':4 'envenen':1 'toxin':3,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300218,gastroenteritis aguda por trasgresión alimentaría,A059,'agud':2 'aliment':5 'gastroenteritis':1 'trasgresion':4,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300219,Gastroenteritis debida envenenamiento o intoxicacion alimentaria ,A059,'alimentari':6 'deb':2 'envenen':3 'gastroenteritis':1 'intoxicacion':5,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300220,Infeccion por alimentos ,A059,'aliment':3 'infeccion':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300221,intox. alimentaria?,A059,'alimentari':2 'intox':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300222,intoxicación alimentaría,A059,'aliment':2 'intox':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300223,intoxicación alimentaría bacteriana,A059,'aliment':2 'bacterian':3 'intox':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300224,intoxicación alimentaria leve,A059,'alimentari':2 'intox':1 'lev':3,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300225,intoxicación alimentaría por escherichia coli,A059,'aliment':2 'coli':5 'escherichi':4 'intox':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300226,intoxicación alimenticia,A059,'alimentici':2 'intox':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300227,intoxicación bacteriana por escherichia coli,A059,'bacterian':2 'coli':5 'escherichi':4 'intox':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300228,secundario a intoxicación alimentaria,A059,'alimentari':4 'intox':3 'secundari':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300229,intox alimentaria,A059,'alimentari':2 'intox':1,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",,
300230,amebiasis intestinal,A060,'amebiasis':1 'intestinal':2,A06.0,DISENTERIA AMEBIANA AGUDA,,
300231,amebiasis intestinal por endolimax nana,A060,'amebiasis':1 'endolimax':4 'intestinal':2 'nan':5,A06.0,DISENTERIA AMEBIANA AGUDA,,
300232,Amebiasis aguda,A060,'agud':2 'amebiasis':1,A06.0,DISENTERIA AMEBIANA AGUDA,,
300233,Amebiasis de intestino,A060,'amebiasis':1 'intestin':3,A06.0,DISENTERIA AMEBIANA AGUDA,,
300234,Colitis amebiana (aguda),A060,'agud':3 'amebian':2 'colitis':1,A06.0,DISENTERIA AMEBIANA AGUDA,,
300235,Diarrea amebiana aguda,A060,'agud':3 'amebian':2 'diarre':1,A06.0,DISENTERIA AMEBIANA AGUDA,,
300236,Disenteria amebiana ,A060,'amebian':2 'disenteri':1,A06.0,DISENTERIA AMEBIANA AGUDA,,
300237,Disenteria amebiana aguda,A060,'agud':3 'amebian':2 'disenteri':1,A06.0,DISENTERIA AMEBIANA AGUDA,,
300238,Enteritis amebiana aguda,A060,'agud':3 'amebian':2 'enteritis':1,A06.0,DISENTERIA AMEBIANA AGUDA,,
300239,"Proctitis amebiana, amibiana",A060,'amebian':2 'amibian':3 'proctitis':1,A06.0,DISENTERIA AMEBIANA AGUDA,,
300240,amebiasis intestinal endolimax nana,A060,'amebiasis':1 'endolimax':3 'intestinal':2 'nan':4,A06.0,DISENTERIA AMEBIANA AGUDA,,
300241,disentería amebiana,A060,'amebian':2 'disent':1,A06.0,DISENTERIA AMEBIANA AGUDA,,
300242,Amebiasis cronica de intestino,A061,'amebiasis':1 'cronic':2 'intestin':4,A06.1,AMEBIASIS INTESTINAL CRONICA,,
300243,Amebiasis de intestino cronica,A061,'amebiasis':1 'cronic':4 'intestin':3,A06.1,AMEBIASIS INTESTINAL CRONICA,,
300244,Diarrea amebiana cronica,A061,'amebian':2 'cronic':3 'diarre':1,A06.1,AMEBIASIS INTESTINAL CRONICA,,
300245,Disenteria amebiana cronica,A061,'amebian':2 'cronic':3 'disenteri':1,A06.1,AMEBIASIS INTESTINAL CRONICA,,
300246,Enteritis amebiana cronica,A061,'amebian':2 'cronic':3 'enteritis':1,A06.1,AMEBIASIS INTESTINAL CRONICA,,
300247,Ulcera amebiana del intestino,A061,'amebian':2 'intestin':4 'ulcer':1,A06.1,AMEBIASIS INTESTINAL CRONICA,,
300248,Ulcera amebiana intestinal,A061,'amebian':2 'intestinal':3 'ulcer':1,A06.1,AMEBIASIS INTESTINAL CRONICA,,
300249,Amebiasis no disenterica (colitis),A062,'amebiasis':1 'colitis':4 'disenter':3,A06.2,COLITIS AMEBIANA NO DISENTRICA,,
300250,colitis amebiana no disentérica,A062,'amebian':2 'colitis':1 'disenter':4,A06.2,COLITIS AMEBIANA NO DISENTRICA,,
300251,Diarrea amebiana no disenterica,A062,'amebian':2 'diarre':1 'disenter':4,A06.2,COLITIS AMEBIANA NO DISENTRICA,,
300252,Enteritis amebiana cronica no disenterica,A062,'amebian':2 'cronic':3 'disenter':5 'enteritis':1,A06.2,COLITIS AMEBIANA NO DISENTRICA,,
300253,Enteritis amebiana no disenterica,A062,'amebian':2 'disenter':4 'enteritis':1,A06.2,COLITIS AMEBIANA NO DISENTRICA,,
300254,Ameboma del intestino,A063,'amebom':1 'intestin':3,A06.3,AMEBOMA INTESTINAL,,
300256,Absceso amebiano del higado ,A064,'absces':1 'amebian':2 'hig':4,A06.4,ABSCESO AMEBIANO DEL H?GADO,,
300257,Absceso hepatico amebiano,A064,'absces':1 'amebian':3 'hepat':2,A06.4,ABSCESO AMEBIANO DEL H?GADO,,
300258,Absceso del higado debido a Entamoeba histolytica,A064,'absces':1 'deb':4 'entamoeb':6 'hig':3 'histolyt':7,A06.4,ABSCESO AMEBIANO DEL H?GADO,,
300259,Absceso  disenterico higado,A064,'absces':1 'disenter':2 'hig':3,A06.4,ABSCESO AMEBIANO DEL H?GADO,,
300260,Amebiasis hepatica,A064,'amebiasis':1 'hepat':2,A06.4,ABSCESO AMEBIANO DEL H?GADO,,
300261,Hepatitis amebiana ,A064,'amebian':2 'hepatitis':1,A06.4,ABSCESO AMEBIANO DEL H?GADO,,
300255,"Absceso amebiano, amibiano, amebico",A064,'absces':1 'ameb':4 'amebian':2 'amibian':3,A06.4,ABSCESO AMEBIANO DEL H?GADO,,
300262,Amebiasis cutanea,A067,'amebiasis':1 'cutane':2,A06.7,AMEBIASIS CUTNEA,,
300264,Dermatitis amebiana,A067,'amebian':2 'dermatitis':1,A06.7,AMEBIASIS CUTNEA,,
300265,Ulcera amebiana de la piel  ,A067,'amebian':2 'piel':5 'ulcer':1,A06.7,AMEBIASIS CUTNEA,,
300263,Amebiasis de la piel,A067,'amebiasis':1 'piel':4,A06.7,AMEBIASIS CUTNEA,,
300266,Absceso amebiano del bazo,A068,'absces':1 'amebian':2 'baz':4,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300267,Absceso amebiano de sitio especificado ,A068,'absces':1 'amebian':2 'especific':5 'siti':4,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300268,Absceso del bazo amebiano,A068,'absces':1 'amebian':4 'baz':3,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300269,"Absceso esplenico amebiano, amibiano",A068,'absces':1 'amebian':3 'amibian':4 'esplen':2,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300270,"Amebiasis, sitio especificado ",A068,'amebiasis':1 'especific':3 'siti':2,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300271,Apendicitis amebiana,A068,'amebian':2 'apendicitis':1,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300272,Cistitis amebiana,A068,'amebian':2 'cistitis':1,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300273,Vesiculitis amebiana,A068,'amebian':2 'vesiculitis':1,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300274,Vulvovaginitis amebiana,A068,'amebian':2 'vulvovaginitis':1,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,,
300275,amebiasis,A069,'amebiasis':1,A06.9,"AMEBIASIS, NO ESPECIFICADA",,
300276,amebiasis giardia lamblia,A069,'amebiasis':1 'giardi':2 'lambli':3,A06.9,"AMEBIASIS, NO ESPECIFICADA",,
300277,amebiasis tratada,A069,'amebiasis':1 'trat':2,A06.9,"AMEBIASIS, NO ESPECIFICADA",,
300278,"Amebiasis, amibiasis",A069,'amebiasis':1 'amibiasis':2,A06.9,"AMEBIASIS, NO ESPECIFICADA",,
300279,amibiasis,A069,'amibiasis':1,A06.9,"AMEBIASIS, NO ESPECIFICADA",,
300280,"Diarrea, amebiana ",A069,'amebian':2 'diarre':1,A06.9,"AMEBIASIS, NO ESPECIFICADA",,
300281,"Enteritis amebiana, amibiana",A069,'amebian':2 'amibian':3 'enteritis':1,A06.9,"AMEBIASIS, NO ESPECIFICADA",,
300282,Anemia por Balantidium coli,A070,'anemi':1 'balantidium':3 'coli':4,A07.0,BALANTIDIASIS,,
300283,"Balantidiasis, balantidiosis",A070,'balantidiasis':1 'balantidiosis':2,A07.0,BALANTIDIASIS,,
300284,Colitis balantidiasica,A070,'balantidias':2 'colitis':1,A07.0,BALANTIDIASIS,,
300285,Diarrea balantidiana,A070,'balantidian':2 'diarre':1,A07.0,BALANTIDIASIS,,
300286,Disenteria Balantidium (coli),A070,'balantidium':2 'coli':3 'disenteri':1,A07.0,BALANTIDIASIS,,
300287,Infeccion por Balantidium coli,A070,'balantidium':3 'coli':4 'infeccion':1,A07.0,BALANTIDIASIS,,
300288,Infestacion Balantidium coli,A070,'balantidium':2 'coli':3 'infestacion':1,A07.0,BALANTIDIASIS,,
300289,Colitis giardiasica,A071,'colitis':1 'giardias':2,A07.1,GIARDIASIS [LAMBLIASIS],,
300290,Diarrea giardiasica (Giardia lamblia),A071,'diarre':1 'giardi':3 'giardias':2 'lambli':4,A07.1,GIARDIASIS [LAMBLIASIS],,
300291,Disenteria por Giardia (lamblia),A071,'disenteri':1 'giardi':3 'lambli':4,A07.1,GIARDIASIS [LAMBLIASIS],,
300292,Disenteria por lamblia,A071,'disenteri':1 'lambli':3,A07.1,GIARDIASIS [LAMBLIASIS],,
300293,Enteritis giardiasica,A071,'enteritis':1 'giardias':2,A07.1,GIARDIASIS [LAMBLIASIS],,
300294,giardiasis,A071,'giardiasis':1,A07.1,GIARDIASIS [LAMBLIASIS],,
300295,Infeccion por Giardia lamblia,A071,'giardi':3 'infeccion':1 'lambli':4,A07.1,GIARDIASIS [LAMBLIASIS],,
300296,Infestacion por Giardia lamblia,A071,'giardi':3 'infestacion':1 'lambli':4,A07.1,GIARDIASIS [LAMBLIASIS],,
300297,lambliasis,A071,'lambliasis':1,A07.1,GIARDIASIS [LAMBLIASIS],,
300298,quiste de giardias,A071,'giardi':3 'quist':1,A07.1,GIARDIASIS [LAMBLIASIS],,
300299,Criptosporidiosis,A072,'criptosporidiosis':1,A07.2,CRIPTOSPORIDIOSIS,,
300300,Diarrea debida a Cryptosporidium,A072,'cryptosporidium':4 'deb':2 'diarre':1,A07.2,CRIPTOSPORIDIOSIS,,
300301,Gastroenteritis debida Cryptosporidium,A072,'cryptosporidium':3 'deb':2 'gastroenteritis':1,A07.2,CRIPTOSPORIDIOSIS,,
300302,Infeccion por Cryptosporidium,A072,'cryptosporidium':3 'infeccion':1,A07.2,CRIPTOSPORIDIOSIS,,
300303,Coccidiosis intestinal,A073,'coccidiosis':1 'intestinal':2,A07.3,ISOSPORIASIS,,
300304,Colitis coccidial,A073,'coccidial':2 'colitis':1,A07.3,ISOSPORIASIS,,
300305,"Diarrea coccidial, coccidios",A073,'coccidi':3 'coccidial':2 'diarre':1,A07.3,ISOSPORIASIS,,
300306,Disenteria coccidial,A073,'coccidial':2 'disenteri':1,A07.3,ISOSPORIASIS,,
300307,Enteritis coccidiioidea,A073,'coccidiioide':2 'enteritis':1,A07.3,ISOSPORIASIS,,
300308,Infeccion por Isospora belli u hominis,A073,'belli':4 'hominis':6 'infeccion':1 'isospor':3 'u':5,A07.3,ISOSPORIASIS,,
300309,Infestacion por coccidios,A073,'coccidi':3 'infestacion':1,A07.3,ISOSPORIASIS,,
300310,Isosporosis,A073,'isosporosis':1,A07.3,ISOSPORIASIS,,
300311,Chilomastigiasis,A078,'chilomastigiasis':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300312,Colitis tricomoniasica,A078,'colitis':1 'tricomonias':2,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300313,Craigiasis,A078,'craigiasis':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300314,Diarrea por Chilomastix,A078,'chilomastix':3 'diarre':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300315,Diarrea por Dientamoeba,A078,'diarre':1 'dientamoeb':3,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300316,Diarrea protozoaria especificada,A078,'diarre':1 'especific':3 'protozoari':2,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300317,Diarrea tricomoniasica,A078,'diarre':1 'tricomonias':2,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300318,Disenteria Chilomastix,A078,'chilomastix':2 'disenteri':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300319,Disenteria por Dientameba fragilis,A078,'dientameb':3 'disenteri':1 'fragilis':4,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300320,Disenteria por embadomonas,A078,'disenteri':1 'embadomon':3,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300321,Disenteria por tricomoniasica,A078,'disenteri':1 'tricomonias':3,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300322,Embadomoniasis,A078,'embadomoniasis':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300323,Enfermedad intestino protozoaria especificada,A078,'enfermed':1 'especific':4 'intestin':2 'protozoari':3,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300324,Enteritis Chilomastix,A078,'chilomastix':2 'enteritis':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300325,Enteritis protozoaria especificada ,A078,'enteritis':1 'especific':3 'protozoari':2,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300326,Enteritis tricomoniasica,A078,'enteritis':1 'tricomonias':2,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300327,Infeccion por Chilomastix (intestinal),A078,'chilomastix':3 'infeccion':1 'intestinal':4,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300328,Infeccion protozoaria intestinal especificada ,A078,'especific':4 'infeccion':1 'intestinal':3 'protozoari':2,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300329,"Infeccion, Sarcocystis",A078,'infeccion':1 'sarcocystis':2,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300330,Infeccion intestinal por Trichomonas ,A078,'infeccion':1 'intestinal':2 'trichomon':4,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300332,Sarcosporidiosis intestinal,A078,'intestinal':2 'sarcosporidiosis':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300333,Tricomoniasis intestinal,A078,'intestinal':2 'tricomoniasis':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300331,Sarcocistosis,A078,'sarcocistosis':1,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,,
300334,blastocistis hominis,A079,'blastocistis':1 'hominis':2,A07.9,"ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",,
300335,blastocystis hominis,A079,'blastocystis':1 'hominis':2,A07.9,"ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",,
300336,Colitis protozoaria,A079,'colitis':1 'protozoari':2,A07.9,"ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",,
300337,Diarrea flagelar,A079,'diarre':1 'flagel':2,A07.9,"ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",,
300338,"Diarrea, protozoaria",A079,'diarre':1 'protozoari':2,A07.9,"ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",,
