nomdiag_cod,nomdiag_desc,nomdiag_codigo_cie10,nomdiag_desc_vector,diag_cod_cie10,diag_desc,diag_1,diag_2
316511,trastorno del lenguaje ,F809,'lenguaj':3 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316500,lenguaje expresivo y problema conductual ,F809,'conductual':5 'expres':2 'lenguaj':1 'problem':4,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316491,Trastorno Del Desarrollo Psicológico,F809,'desarroll':3 'psicolog':4 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316490,trastorno del desarrollo del lenguaje,F809,'desarroll':3 'lenguaj':5 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316489,Trastorno del desarrollo del habla y del lenguaje,F809,'desarroll':3 'habl':5 'lenguaj':8 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316494,trastornos del desarrollo del habla,F809,'desarroll':3 'habl':5 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316499,lenguaje disminuido ,F809,'disminu':2 'lenguaj':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316493,trastorno simple lenguaje.,F809,'lenguaj':3 'simpl':2 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316492,Trastorno del lenguaje.,F809,'lenguaj':3 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316498,habla disminuida ,F809,'disminu':2 'habl':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316495,Trastornos específicos del desarrollo del habla,F809,'desarroll':4 'especif':2 'habl':6 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316497,déficit lenguaje,F809,'deficit':1 'lenguaj':2,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316496,déficit en lenguaje,F809,'deficit':1 'lenguaj':3,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316501,lenguaje oral disminuido ,F809,'disminu':3 'lenguaj':1 'oral':2,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316504,retraso de lenguaje ,F809,'lenguaj':3 'retras':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316502,obs  retraso de lenguaje ,F809,'lenguaj':4 'obs':1 'retras':2,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316503,obs  retraso simple del lenguaje,F809,'lenguaj':5 'obs':1 'retras':2 'simpl':3,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316507,retraso en el habla ,F809,'habl':4 'retras':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316510,"trastorno del lenguaje, miopía",F809,'lenguaj':3 'miop':4 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316506,retraso del habla,F809,'habl':3 'retras':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316505,"retraso de lenguaje, falta autonomía",F809,'autonom':5 'falt':4 'lenguaj':3 'retras':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316508,retraso en el lenguaje   falta de autonomía,F809,'autonom':7 'falt':5 'lenguaj':4 'retras':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316509,retraso habla,F809,'habl':2 'retras':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316512,trastorno simple lenguaje,F809,'lenguaj':3 'simpl':2 'trastorn':1,F80.9,TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO,,
316526,Dislexia  TDA,F810,'dislexi':1 'tda':2,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316517,Dificultad leer (del desarrollo),F810,'desarroll':4 'dificult':1 'leer':2,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316516,Desarrollo retardado aprendizaje lectura,F810,'aprendizaj':3 'desarroll':1 'lectur':4 'retard':2,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316513,Alexia del desarrollo,F810,'alexi':1 'desarroll':3,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316515,Desarrollo retardado aprendizaje expresion verbal,F810,'aprendizaj':3 'desarroll':1 'expresion':4 'retard':2 'verbal':5,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316514,Ceguera verbal (del desarrollo),F810,'ceguer':1 'desarroll':4 'verbal':2,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316521,"Retardo, especifico lectura",F810,'especif':2 'lectur':3 'retard':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316525,Trastorno(s) lectura desarrollo (especifico),F810,'desarroll':4 'especif':5 'lectur':3 's':2 'trastorn':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316520,Estrefosimbolia,F810,'estrefosimboli':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316518,Dislexia del desarrollo,F810,'desarroll':3 'dislexi':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316519,Escritura en espejo,F810,'escritur':1 'espej':3,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316522,"Retardo, lectura (especifico)",F810,'especif':3 'lectur':2 'retard':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316524,Trastorno(s) desarrollo lectura,F810,'desarroll':3 'lectur':4 's':2 'trastorn':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316523,Trastorno(s) desarrollo aprendizaje lectura,F810,'aprendizaj':4 'desarroll':3 'lectur':5 's':2 'trastorn':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316529,retraso lector.,F810,'lector':2 'retras':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316527,observación trastorno de aprendizaje lectoescritura,F810,'aprendizaj':4 'lectoescritur':5 'observ':1 'trastorn':2,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316530,trastorno lector,F810,'lector':2 'trastorn':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316531,retraso lector,F810,'lector':2 'retras':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316532,trastorno lecto,F810,'lect':2 'trastorn':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316528,RETARDO LECTOR,F810,'lector':2 'retard':1,F81.0,TRASTORNO ESPECIFICO DE LA LECTURA,,
316534,Dificultad deletrear (especifica),F811,'deletr':2 'dificult':1 'especif':3,F81.1,TRASTORNO ESPECIFICO DEL DELETREO [ORTOGRAFIA],,
316533,Desarrollo retardado ortografia o deletreo,F811,'deletre':5 'desarroll':1 'ortografi':3 'retard':2,F81.1,TRASTORNO ESPECIFICO DEL DELETREO [ORTOGRAFIA],,
316536,"Retardo, deletreo (ortografia) (especifico) (sin trastorno de lectura)",F811,'deletre':2 'especif':4 'lectur':8 'ortografi':3 'retard':1 'trastorn':6,F81.1,TRASTORNO ESPECIFICO DEL DELETREO [ORTOGRAFIA],,
316535,Incapacidad especial para el deletreo,F811,'deletre':5 'especial':2 'incapac':1,F81.1,TRASTORNO ESPECIFICO DEL DELETREO [ORTOGRAFIA],,
316537,"Retardo, especifico deletreo (ortografia) (sin trastorno de lectura)",F811,'deletre':3 'especif':2 'lectur':8 'ortografi':4 'retard':1 'trastorn':6,F81.1,TRASTORNO ESPECIFICO DEL DELETREO [ORTOGRAFIA],,
316538,Trastorno(s) deletreo (ortografia),F811,'deletre':3 'ortografi':4 's':2 'trastorn':1,F81.1,TRASTORNO ESPECIFICO DEL DELETREO [ORTOGRAFIA],,
316545,"Sindrome Gerstmann, del desarrollo",F812,'desarroll':4 'gerstmann':2 'sindrom':1,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316544,Sindrome desarrollo de Gerstmann,F812,'desarroll':2 'gerstmann':4 'sindrom':1,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316543,"Retardo, especifico aritmetico (habilidades)",F812,'aritmet':3 'especif':2 'habil':4 'retard':1,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316542,"Gerstmann, sindrome del desarrollo",F812,'desarroll':4 'gerstmann':1 'sindrom':2,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316541,Discalculia del desarrollo,F812,'desarroll':3 'discalculi':1,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316540,Desarrollo retardado aprendizaje aritmetica,F812,'aprendizaj':3 'aritmet':4 'desarroll':1 'retard':2,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316539,Acalculia del desarrollo,F812,'acalculi':1 'desarroll':3,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316549,dificultad en lecto escritura,F812,'dificult':1 'escritur':4 'lect':3,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316548,Trastorno(s) desarrollo habilidades aritmeticas,F812,'aritmet':5 'desarroll':3 'habil':4 's':2 'trastorn':1,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316546,Trastorno(s) desarrollo aprendizaje aritmetica,F812,'aprendizaj':4 'aritmet':5 'desarroll':3 's':2 'trastorn':1,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316547,Trastorno(s) desarrollo aritmetica (habilidades),F812,'aritmet':4 'desarroll':3 'habil':5 's':2 'trastorn':1,F81.2,TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS,,
316550,Dificultad deletrear con trastornos de la lectura,F813,'deletr':2 'dificult':1 'lectur':7 'trastorn':4,F81.3,TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES,,
316553,Trastorno(s) mixto habilidades escolares (desarrollo),F813,'desarroll':6 'escolar':5 'habil':4 'mixt':3 's':2 'trastorn':1,F81.3,TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES,,
316552,Trastorno(s) desarrollo habilidades mixto,F813,'desarroll':3 'habil':4 'mixt':5 's':2 'trastorn':1,F81.3,TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES,,
316551,Trastorno(s) desarrollo escolar mixto,F813,'desarroll':3 'escol':4 'mixt':5 's':2 'trastorn':1,F81.3,TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES,,
316559,escaso aprendizajes en el ámbito escolar,F818,'ambit':5 'aprendizaj':2 'escas':1 'escol':6,F81.8,OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,,
316558,Trastorno(s) desarrollo habilidades especificado NCOP,F818,'desarroll':3 'especific':5 'habil':4 'ncop':6 's':2 'trastorn':1,F81.8,OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,,
316557,Trastorno(s) desarrollo escritura (expresivo) (habilidades),F818,'desarroll':3 'escritur':4 'expres':5 'habil':6 's':2 'trastorn':1,F81.8,OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,,
316554,Agrafia del desarrollo,F818,'agrafi':1 'desarroll':3,F81.8,OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,,
316556,Trastorno(s) desarrollo escolar especificado NCOP,F818,'desarroll':3 'escol':4 'especific':5 'ncop':6 's':2 'trastorn':1,F81.8,OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,,
316555,Desarrollo retardado aprendizaje especificado NCOP,F818,'aprendizaj':3 'desarroll':1 'especific':4 'ncop':5 'retard':2,F81.8,OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,,
316604,Trastorno de aprendizaje y déficit,F819,'aprendizaj':3 'deficit':5 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316609,limitado al contexto escolar,F819,'context':3 'escol':4 'limit':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316612,retraso de aprendizaje  obs ci limítrofe,F819,'aprendizaj':3 'ci':5 'limitrof':6 'obs':4 'retras':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316613,t  aprendizaje,F819,'aprendizaj':2 't':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316611,posible trastorno del aprendizaje,F819,'aprendizaj':4 'posibl':1 'trastorn':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316614,trastorno de aprendizaje y déficit atencional,F819,'aprendizaj':3 'atencional':6 'deficit':5 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316608,dificultad en el aprendizaje ,F819,'aprendizaj':4 'dificult':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316615,"trastorno de aprendizaje, sin",F819,'aprendizaj':3 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316610,obs secundario a t  aprendizaje,F819,'aprendizaj':5 'obs':1 'secundari':2 't':4,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316600,trastorno del desarrollo de las habilidades escolares,F819,'desarroll':3 'escolar':7 'habil':6 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316605,bajo aprendizaje académico,F819,'academ':3 'aprendizaj':2 'baj':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316606,bajo rendimiento escolar,F819,'baj':1 'escol':3 'rendimient':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316602,trastornos del aprendizaje,F819,'aprendizaj':3 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316616,trastorno del aprendizaje   posible ci limítrofe,F819,'aprendizaj':3 'ci':5 'limitrof':6 'posibl':4 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316607,"bajo rendimiento escolar, baja autoestima",F819,"'autoestim':5 'baj':1,4 'escol':3 'rendimient':2",F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316603,problemas de rendimiento escolar,F819,'escol':4 'problem':1 'rendimient':3,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316595,Trast aprendizaje,F819,'aprendizaj':2 'trast':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316596,trastorno aprendizaje,F819,'aprendizaj':2 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316577,Obs secundario a T. aprendizaje,F819,'aprendizaj':5 'obs':1 'secundari':2 't':4,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316561,"Defecto, aprendizaje especifico",F819,'aprendizaj':2 'defect':1 'especif':3,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316575,MAL RENDIMIENTO ESCOLAR,F819,'escol':3 'mal':1 'rendimient':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316566,Trastorno(s) desarrollo aprendizaje,F819,'aprendizaj':4 'desarroll':3 's':2 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316560,"Aprendizaje, defecto especifico NCOP",F819,'aprendizaj':1 'defect':2 'especif':3 'ncop':4,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316565,"Retardo, especifico aprendizaje",F819,'aprendizaj':3 'especif':2 'retard':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316562,Desarrollo retardado aprendizaje (de),F819,'aprendizaj':3 'desarroll':1 'retard':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316564,Problema aprendizaje (del desarrollo),F819,'aprendizaj':2 'desarroll':4 'problem':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316563,"Perturbacion aprendizaje, especifica NCOP",F819,'aprendizaj':2 'especif':3 'ncop':4 'perturbacion':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316569,Trastorno(s) psicogeno aprendizaje,F819,'aprendizaj':4 'psicogen':3 's':2 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316573,limitado al contexto escolar.,F819,'context':3 'escol':4 'limit':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316568,Trastorno(s) desarrollo habilidades escolares,F819,'desarroll':3 'escolar':5 'habil':4 's':2 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316567,Trastorno(s) desarrollo escolar (habilidades),F819,'desarroll':3 'escol':4 'habil':5 's':2 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316572,dificultades en el ámbito escolar,F819,'ambit':4 'dificultad':1 'escol':5,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316570,Trastorno(s) psicogeno desarrollo de las habilidades escolares,F819,'desarroll':4 'escolar':8 'habil':7 'psicogen':3 's':2 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316571,DIFICULTAD EN EL APRENDIZAJE,F819,'aprendizaj':4 'dificult':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316617,trastorno global de aprendizaje: ci bajo,F819,'aprendizaj':4 'baj':6 'ci':5 'global':2 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316579,Otros trastornos del desarrollo de las habilidades escolares,F819,'desarroll':4 'escolar':8 'habil':7 'trastorn':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316601,trastorno especifico del aprendizaje,F819,'aprendizaj':4 'especif':2 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316586,problemas en el contexto escolar,F819,'context':4 'escol':5 'problem':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316584,problemas del aprendizaje,F819,'aprendizaj':3 'problem':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316580,Posible trastorno del aprendizaje y del lenguaje,F819,'aprendizaj':4 'lenguaj':7 'posibl':1 'trastorn':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316583,problemas de aprendizaje,F819,'aprendizaj':3 'problem':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316581,problema escolar,F819,'escol':2 'problem':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316592,seguimiento programa de desarrollo habilidades escolares,F819,'desarroll':4 'escolar':6 'habil':5 'program':2 'seguimient':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316599,Trastorno del aprendizaje.  Posible CI Limítrofe,F819,'aprendizaj':3 'ci':5 'limitrof':6 'posibl':4 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316590,seguimiento programa aprendizajes,F819,'aprendizaj':3 'program':2 'seguimient':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316588,Posible trastorno del aprendizaje.,F819,'aprendizaj':4 'posibl':1 'trastorn':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316597,"TRASTORNO DE APRENDIZAJE, SIN ",F819,'aprendizaj':3 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316594,trastorno de aprendizaje,F819,'aprendizaj':3 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316576,mal rendimiento escolar en estudio,F819,'escol':3 'estudi':5 'mal':1 'rendimient':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316582,problema relacionado con el bajo rendimiento,F819,'baj':5 'problem':1 'relacion':2 'rendimient':6,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316593,t. aprendizaje,F819,'aprendizaj':2 't':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316598,trastorno del aprendizaje,F819,'aprendizaj':3 'trastorn':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316591,seguimiento programa de aprendizajes,F819,'aprendizaj':4 'program':2 'seguimient':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316587,Problemas relacionados con el bajo rendimiento escolar,F819,'baj':5 'escol':7 'problem':1 'relacion':2 'rendimient':6,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316589,RETRASO DE APRENDIZAJE. OBS CI LIMÍTROFE,F819,'aprendizaj':3 'ci':5 'limitrof':6 'obs':4 'retras':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316585,problemas en el aprendizaje,F819,'aprendizaj':4 'problem':1,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316578,Obs trastorno aprendizaje,F819,'aprendizaj':3 'obs':1 'trastorn':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316574,Mal rendimiento académico  Problemas de aprendizaje,F819,'academ':3 'aprendizaj':6 'mal':1 'problem':4 'rendimient':2,F81.9,"TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO",,
316625,Torpeza (sindrome de) (niño),F82X,'niñ':4 'sindrom':2 'torpez':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316619,Dispraxia del desarrollo (sindrome),F82X,'desarroll':3 'dispraxi':1 'sindrom':4,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316620,"Retardo, especifico funcion motriz",F82X,'especif':2 'funcion':3 'motriz':4 'retard':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316621,"Retardo, motor, especifico",F82X,'especif':3 'motor':2 'retard':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316618,Desarrollo retardado coordinacion motriz,F82X,'coordinacion':3 'desarroll':1 'motriz':4 'retard':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316622,Sindrome dispraxia,F82X,'dispraxi':2 'sindrom':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316691,desarrollo motor disminuido,F82X,'desarroll':1 'disminu':3 'motor':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316631,desarrollo motor gruesa  levemente,F82X,'desarroll':1 'grues':3 'levement':4 'motor':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316650,requiere estimulación Motricidad gruesa,F82X,'estimul':2 'grues':4 'motric':3 'requier':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316693,dsm riesgo  pauta breve,F82X,'brev':4 'dsm':1 'paut':3 'riesg':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316654,retraso de l desarrollo ps,F82X,'desarroll':4 'l':3 'ps':5 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316692,dsm retraso lenguaje,F82X,'dsm':1 'lenguaj':3 'retras':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316637,DSM riesgo. pauta breve.,F82X,'brev':4 'dsm':1 'paut':3 'riesg':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316636,dsm riesgo,F82X,'dsm':1 'riesg':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316642,estimulación DSM y consejera con power poin,F82X,'consejer':4 'dsm':2 'estimul':1 'poin':7 'pow':6,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
